ID,Text,Comment
Good.GrilledSpadderdock.PluralDisplayName,Izgara nilüfer,"Grilled plant Nuphar Lutea, keep plant name same as NaturalResource.Spadderdock.DisplayName"
Good.Kohlrabi.DisplayName,Alabaş,"Also called German turnip or turnip cabbage, it's a big, round turnip plant."
Good.Kohlrabi.PluralDisplayName,Alabaş,"Also called German turnip or turnip cabbage, it's a big, round turnip plant."
Good.Log.DisplayName,Kütük,Resource name
Good.Log.PluralDisplayName,Kütük,Resource name
Good.MangroveFruit.DisplayName,Mangrov meyvesi,"Fruit of the mangrove tree, mangrove should be the same as in NaturalResource.Mangrove.DisplayName"
Good.MangroveFruit.PluralDisplayName,Mangrov meyvesi,"Fruit of the mangrove tree, mangrove should be the same as in NaturalResource.Mangrove.DisplayName"
Good.MaplePastry.DisplayName,Akçaağaç çöreği,A baked good filled with maple syrup.
Good.MaplePastry.PluralDisplayName,Akçaağaç çöreği,A baked good filled with maple syrup.
Good.MapleSyrup.DisplayName,Akçaağaç şurubu,Sweet syrup created from maple sap
Good.MapleSyrup.PluralDisplayName,Akçaağaç şurubu,Sweet syrup created from maple sap
Good.MetalBlock.DisplayName,Metal blok,Resource name
Good.MetalBlock.PluralDisplayName,Metal blok,Resource name
Good.Mushroom.DisplayName,Mantar,"Mushroom that's been cultivated in the Hydroponic Garden, it's processed into an edible ration. It doesn't specifically represent any specific mushroom, just the type of plant."
Good.Mushroom.PluralDisplayName,Mantar,"Mushroom that's been cultivated in the Hydroponic Garden, it's processed into an edible ration. It doesn't specifically represent any specific mushroom, just the type of plant."
Good.Paper.DisplayName,Kâğıt,Resource name
Good.Paper.PluralDisplayName,Kâğıt,Resource name
Good.PineResin.DisplayName,Çam reçinesi,Also known as pine sap. Pine is the type of tree defined in NaturalResource.Pine.DisplayName.
Good.PineResin.PluralDisplayName,Çam reçinesi,Also known as pine sap. Pine is the type of tree defined in NaturalResource.Pine.DisplayName.
Good.Plank.DisplayName,Tahta,Resource name
Good.Plank.PluralDisplayName,Tahta,Resource name
Good.Potato.DisplayName,Patates,Resource name
Good.Potato.PluralDisplayName,Patates,Resource name
Good.PunchCard.DisplayName,Delikli Kart,"Punch cards are goods used for increasing Folktails faction bot performance. They are similar in concept to old programming cards, where code was inputted into a machine through a card with a bunch of holes punched through it."
Good.PunchCard.PluralDisplayName,Delikli Kart,"Punch cards are goods used for increasing Folktails faction bot performance. They are similar in concept to old programming cards, where code was inputted into a machine through a card with a bunch of holes punched through it."
Good.ScrapMetal.DisplayName,Hurda metal,Resource name
Good.ScrapMetal.PluralDisplayName,Hurda metal,Resource name
Good.Soybean.DisplayName,Soya fasulyesi,Soybeans can later be made into soy.
Good.Soybean.PluralDisplayName,Soya fasulyesi,Soybeans can later be made into soy.
Good.Spadderdock.DisplayName,Nilüfer,A plant formally called Nuphar Lutea
Good.Spadderdock.PluralDisplayName,Nilüfer,A plant formally called Nuphar Lutea
Good.SunflowerSeeds.DisplayName,Ayçiçeği çekirdeği,
Good.SunflowerSeeds.PluralDisplayName,Ayçiçeği çekirdeği,
Good.TreatedPlank.DisplayName,İşlenmiş tahta,Plank impregnated with resin. Use the same word for plank as in Good.Plank.
Good.TreatedPlank.PluralDisplayName,İşlenmiş tahta,Plank impregnated with resin. Use the same word for plank as in Good.Plank.
Good.Water.DisplayName,Su,Resource name
Good.Water.PluralDisplayName,Su,Resource name
Good.Wheat.DisplayName,Buğday,Resource name
Good.Wheat.PluralDisplayName,Buğday,Resource name
Good.WheatFlour.DisplayName,Buğday unu,Flour made out of wheat. Use the same name for wheat as in Good.Wheat.
Good.WheatFlour.PluralDisplayName,Buğday unu,Flour made out of wheat. Use the same name for wheat as in Good.Wheat.
GoodConsuming.SupplyDescription,Kullanılan: {0},{0} stands for resource name and amount per hour.
GoodConsuming.SupplyRemaining,"Malzeme, {0} saat boyunca dayanacak.","{0} stands for hours. Describes a building which requires a certain resources to operate, such as water."
GoodConsuming.NeedsHaulers,<YellowHighlight>Nakliyeci gerekir.</YellowHighlight>,"Information, that this building won't be operational without haulers. Haulers are the same as in Building.HaulingPost.Description"
Goods.Amount,Miktar,Header of a dropdown that allows to select a good. Please keep short.
Goods.Nothing,Hiçbir şey,
Goods.StoredIn,Depolandığı yer:,Header above a list of buildings that store selected good
GridRendering.Visibility.Hide,İnşaat görsel yardımlarını gizle,Shows construction guidelines when button is pressed.
GridRendering.Visibility.Show,İnşaat görsel yardımlarını göster,Shows construction guidelines when button is pressed.
Growing.GrowsWhenMature,Olgunlaştığında büyür,"Information about fruits and other resources, that grows when plant is mature and not when it is in seedling stage"
Growing.Time,Büyümesine kalan gün: {0},{0} stands for a number of days. How many days left does this plant have to fully grow.
Hauling.Prioritize,Nakliyeciler yapıya öncelik versin,building is a noun in this sentence. This building will be prioritized by haulers.
Inventory.Capacity,Kapasite:,How much space there is in the storage
Inventory.InStock,Stokta:,Please keep short. Header above a list of resources in stock of the storage.
Inventory.IsEmpty,Stokta mal yok,
Inventory.Goods,Mallar:,
Inventory.Header.Stock,Stok,Please keep short. Header above a column with amounts of resource in stock of the storage.
Inventory.NothingSelected,Hiçbiri,Text shown in a dropdown when no good is selected. Keep below 15 characters.
Inventory.StartingInventory,Başlangıç malları,
Inventory.StockpileOverlay.Show,Depolama katmanını görüntüle,Tooltip for button showing overlay over warehouses containing stored goods.
Inventory.StockpileOverlay.Hide,Depolama katmanını gizle,Tooltip for button showing overlay over warehouses containing stored goods.
Inventory.Undesired,İstenmeyen:,Please keep short. Which resources are not desired in the storage.
KeyBindingsPanel.Header,Tuş atamaları,Header of the key bindings box
Key.DownArrow,Alt Ok Tuşu,Label of the down arrow key
Key.LeftArrow,Sol Ok Tuşu,Label of the left arrow key
Key.LeftWindows,Sol Windows Tuşu,Label of the left windows key
Key.RightArrow,Sağ Ok Tuşu,Label of the right arrow key
Key.RightWindows,Sağ Windows Tuşu,Label of the right windows key
Key.Space,Boşluk,Label of the space key
Key.UpArrow,Üst Ok Tuşu,Label of the up arrow key
KeyBinding.AlternateClickableAction,Tuş davranışını değiştir,Label of the key that toggles the alternate action of some buttons
KeyBinding.AttractionsTab,Refah sekmesini aç,"Label of the key that opens the Settlement Panel and selects the Attractions tab, Well-being should be the same as Wellbeing.DisplayName"
KeyBinding.Cancel,İptal,Label of the key that cancels actions
KeyBinding.CharactersTab,Nüfus sekmesini aç,"Label of the key that opens the Settlement Panel and selects the Characters tab, Population should be the same as BatchControl.Population"
KeyBinding.Confirm,Onayla,Label of the key that confirms UI prompts
KeyBinding.DecreaseBrushHeight,Fırça yüksekliğini azalt,"Label of the key that decreases the vertical level of the brush, 'brush height' should be the same as MapEditor.Brush.Height.Label"
KeyBinding.DecreaseBrushSize,Fırça boyutunu küçült,"Label of the key that decreases the size of the brush, 'brush size' should be the same as MapEditor.Brush.Size.Label"
KeyBinding.DecreaseBuildersPriority,İnşaatçıların önceliğini azalt,Label of the key that decreases the priority of the builders job assigned to the selected object
KeyBinding.DecreaseFloodgateHeight,Bent kapağı yüksekliğini azalt,Label of the key that decreases the height of the selected floodgate. Floodgate should be the same as Building.Floodgate.DisplayName
KeyBinding.DecreaseSpeed,Oyun hızını azalt,Label of the key that decreases the speed of the game by one step
KeyBinding.DecreaseWorkers,İstenen işçileri azalt,Label of the key that decreases the desired number of workers in selected building
KeyBinding.DecreaseWorkingHours,Mesai saatini azalt,Label of the key that decreases settlement working hours
KeyBinding.DecreaseWorkplacePriority,İş yeri önceliğini azalt,Label of the key that decreases the priority of the selected workplace
KeyBinding.DeleteObject,Nesneyi sil,Label of the key that deletes the selected object
KeyBinding.DetonateDynamite,Dinamiti patlat,Label of the key that detonates a dynamite
KeyBinding.DistributionTab,Dağıtım sekmesini aç,"Label of the key that opens the Settlement Panel and selects the Distribution tab, Distribution should be the same as BatchControl.Distribution"
KeyBinding.DuplicateObject,Çoğalt,Key binding that duplicates the selected building
KeyBinding.DuplicateSettings,Ayarları kopyala,Key binding that copies settings from one building to another
KeyBinding.Flip,Döndür,Label of the key that flips the selected building (makes the model mirrored)
KeyBinding.Hold,Tut:,Used to describe key binding that turns something on while the key is held.
KeyBinding.HousingTab,Barınma sekmesini aç,"Label of the key that opens the Settlement Panel and selects the Housing tab, Housing should be the same as BatchControl.Housing"
KeyBinding.IncreaseBrushHeight,Fırça yüksekliğini arttır,"Label of the key that increases the vertical level of the brush, 'brush height' should be the same as MapEditor.Brush.Height.Label"
KeyBinding.IncreaseBrushSize,Fırça boyutunu büyüt,"Label of the key that increases the size of the brush, 'brush size' should be the same as MapEditor.Brush.Size.Label"
KeyBinding.IncreaseBuildersPriority,İnşaatçıların önceliğini arttır,Label of the key that increases the priority of the builders job assigned to the selected object
KeyBinding.IncreaseFloodgateHeight,Bent kapağı yüksekliğini arttır,Label of the key that increases the height of the selected floodgate. Floodgate should be the same as Building.Floodgate.DisplayName
KeyBinding.IncreaseSpeed,Oyun hızını arttır,Label of the key that increases the speed of the game by one step
KeyBinding.IncreaseWorkers,İstenen işçileri arttır,Label of the key that increases the desired number of workers in selected building
KeyBinding.IncreaseWorkingHours,Mesai saatini arttır,Label of the key that increases settlement working hours
KeyBinding.IncreaseWorkplacePriority,İş yeri önceliğini arttır,Label of the key that increases the priority of the selected workplace
KeyBinding.InverseBrushDirection,Fırça yönünü tersine çevir,
KeyBinding.LowerVisibleLayer,Görünen katmanı alçalt,Label of the key that decreases the max visible vertical level of buildings
KeyBinding.MechanicalTab,Enerji sekmesini aç,"Label of the key that opens the Settlement Panel and selects the Mechanical tab, Power should be the same as BatchControl.Mechanical"
KeyBinding.MigrationTab,Göç sekmesini aç,"Label of the key that opens the Settlement Panel and selects the Migration tab, Migration should be the same as BatchControl.Migration"
KeyBinding.MoveCameraDown,Kamerayı aşağı hareket ettir,Label of the key that moves the camera down
KeyBinding.MoveCameraFast,Kamera hızını arttır,Label of the key that modifies the speed of camera movement and rotation
KeyBinding.MoveCameraLeft,Kamerayı sola hareket ettir,Label of the key that moves the camera left
KeyBinding.MoveCameraRight,Kamerayı sağa hareket ettir,Label of the key that moves the camera right
KeyBinding.MoveCameraUp,Kamerayı yukarı hareket ettir,Label of the key that moves the camera up
KeyBinding.NextDistrict,Sıradaki bölgeyi seç,Label of the key that selects the next district
KeyBinding.NextRootButton,Sıradaki araç çubuğu kategorisi,Label of the key that selects the next toolbar (bottom bar) category.
KeyBinding.NextTool,Sıradaki araç,Label of the key that selects the next tool from currently selected toolbar category.
KeyBinding.OpenWellbeingPanel,Refah panelini aç,"Label of the key that opens the Well-being box, Well-being should be the same as Wellbeing.DisplayName"
KeyBinding.PickVisibleLayer,Görünen katmanı seç,Label of the key that picks the layer of the visible terrain currently under the cursor
KeyBinding.PreviousDistrict,Önceki bölgeyi seç,Label of the key that selects the previous district
KeyBinding.PreviousRootButton,Önceki araç çubuğu kategorisi,Label of the key that selects the previous toolbar (bottom bar) category.
KeyBinding.PreviousTool,Önceki araç,Label of the key that selects the previous tool from currently selected toolbar category.
KeyBinding.RaiseVisibleLayer,Görünen katmanı yükselt,Label of the key that increases the max visible vertical level of buildings
KeyBinding.RedoChanges,Değişiklikleri yeniden yap,Key binding for redoing changes in Map editor.
KeyBinding.ResetCamera,Kamerayı sıfırla,Keybinding for resetting the camera to its default angle and zoom.
KeyBinding.ResetMapEditorSimulation,Simülasyonu sıfırla,Label of the key that resets the water and badwater simulations
KeyBinding.RestoreCamera,Kamera pozisyonunu yükle,Label of the key that restores the camera to the position saved by KeyBinding.SaveCamera
KeyBinding.RotateCameraDown,Kamerayı aşağı döndür,Label of the key that rotates the camera down
KeyBinding.RotateCameraLeft,Kamerayı sola çevir,Label of the key that rotates the camera left
KeyBinding.RotateCameraLeft90,Kamerayı 90 derece sola çevir,Label of the key that rotates the camera left by 90 degrees
KeyBinding.RotateCameraRight,Kamerayı sağa çevir,Label of the key that rotates the camera right
KeyBinding.RotateCameraRight90,Kamerayı 90 derece sağa çevir,Label of the key that rotates the camera right by 90 degrees
KeyBinding.RotateCameraUp,Kamerayı yukarı döndür,Label of the key that rotates the camera up
KeyBinding.RotateClockwise,Saat yönüne çevir,Label of the key that rotates the selected object clockwise
KeyBinding.RotateCounterclockwise,Saat yönünün tersine çevir,Label of the key that rotates the selected object counterclockwise
KeyBinding.SaveCamera,Kamera pozisyonunu kaydet,Label of the key that saves the current camera position
KeyBinding.SaveMap,Haritayı kaydet,Label of the key that saves the map
KeyBinding.Screenshot,Ekran görüntüsü,Label of the key that takes a screenshot
KeyBinding.ScreenshotUpscaled,Ekran görüntüsü (yüksek çözünürlüklü),Label of the key that takes an upscaled screenshot
KeyBinding.ShowGuidelines,Görsel yardımları göster,Show guidelines when key is pressed
KeyBinding.ShowStockpileOverlay,Depolama katmanını görüntüle,Label of the key that shows the storage overlay
KeyBinding.SkipDeleteConfirmation,Silme onayını atla,Label of the key that skips the delete confirmation when held
KeyBinding.Speed0,Duraklat/başlat,Label of the key that pauses the game speed
KeyBinding.Speed1,Oyun Hızı >,Label of the key that sets the game speed to normal. > shouldn't be removed as it is the symbol for normal speed on UI button.
KeyBinding.Speed2,Oyun Hızı >>,Label of the key that sets the game speed to fast. >> shouldn't be removed as it is the symbol for fast speed on UI button.
KeyBinding.Speed3,Oyun Hızı >>>,Label of the key that sets the game speed to very fast. >>> shouldn't be removed as it is the symbol for very fast speed on UI button.
KeyBinding.StorageTab,Depolama sekmesini aç,"Label of the key that opens the Settlement Panel and selects the Storage tab, Storage should be the same as BatchControl.Storage"
KeyBinding.Toggle,Aç/kapat:,Used to describe key binding that toggles something on/off.
KeyBinding.ToggleBatchControlBox,Yerleşim panelini aç,Label of the key that opens/close the Settlement panel
KeyBinding.ToggleBrushShape,Fırça şeklini değiştir,"Label of the key that toggles the shape of the brush, 'brush shape' should be the same as MapEditor.Brush.Shape.Label"
KeyBinding.ToggleBuildingPause,Seçili yapıyı duraklat,Label of the key that pauses the selected building
KeyBinding.ToggleConsole,Konsolu aç/kapat,Label of the key that toggles the console with logs
KeyBinding.ToggleGuidelines,Görsel yardımları aç/kapat,Toggle guidelines on/off
KeyBinding.ToggleGUI,Arayüz görünürlüğünü değiştir,Label of the key that hides/shows the whole user interface
KeyBinding.ToggleHaulingPriority,Nakliye önceliğini değiştir,Label of the key that toggles the hauling priority of the selected object
KeyBinding.ToggleNaturalResources,Doğal kaynakları değiştir,Label of the key that shows/hides the natural resources in map editor. Natural resources should be the same as NaturalResources.Visibility.Show
KeyBinding.ToggleStockpileOverlay,Depolama katmanını değiştir,Label of the key that shows/hides the storage overlay
KeyBinding.ToggleStockpilePriority,Depo önceliğini değiştir,Label of the key that toggles the priority of the selected warehouse between StockpilePriority.Accept/StockpilePriority.Obtain/StockpilePriority.Supply/StockpilePriority.Empty
KeyBinding.ToggleWaterVisibility,Su görünürlüğünü değiştir,Label of the key that makes water semi-transparent
KeyBinding.WorkplacesTab,İş Yerleri sekmesini aç,"Label of the key that opens the Settlement Panel and selects the Workplaces tab, Workplaces should be the same as BatchControl.Workplaces"
KeyBinding.ToggleWorkerType,İşçi türünü aç/kapat,Keybinding for toggling the worker type.
KeyBinding.UndoChanges,Değişiklikleri geri al,Key binding for undoing changes in Map editor.
KeyBinding.UnlockTool,Aracın kilidini aç,Label of the key that unlocks the currently selected tool
KeyBinding.ZoomIn,Yaklaştır,Label of the key that zooms camera in
KeyBinding.ZoomOut,Uzaklaştır,Label of the key that zooms camera out
KeyBindingBox.DuplicatedBinding,"Bu tuş kombinasyonu zaten şuna atanmış: 

{0}

Yine de atamak istiyor musun?","Message shown on key rebinding dialog box when the user tries to assign a key combination that is already assigned to another key binding, {0} stands for the list of key bindings e.g. KeyBinding.Speed0, KeyBinding.ToggleGUI etc."
KeyBindingBox.ClearBinding,Temizle,Text on the button in rebinding dialog box that clears the current key binding. Please keep short.
KeyBindingBox.PrimaryBinding,Birincil atama,Header of the primary key bindings column in the key bindings panel
KeyBindingBox.RebindingMessage,{0} atamasını değiştirmek için bir tuşa bas,"Message shown on key rebinding dialog box, {0} stands for the name of the key binding e.g. KeyBinding.Speed0, KeyBinding.ToggleGUI etc."
KeyBindingBox.ResetToDefault,Varsayılana döndür,Text on the button in key bindings panel that resets all key bindings to their default bindings
KeyBindingBox.ResetToDefaultMessage,Tüm tuş atamalarını varsayılana döndürmek istediğinden emin misin?,Message shown on key bindings panel when the user clicks the KeyBindingBox.ResetToDefault button
KeyBindingBox.SecondaryBinding,İkincil atama,Header of the secondary key bindings column in the key bindings panel
KeyBindingGroup.Buildings,Yapılar,"Label for the key binding group associated with building controls (pausing, changing priority etc)"
KeyBindingGroup.Camera,Kamera,"Label for the key binding group associated with camera controls (camera movement, rotation, zoom etc)"
KeyBindingGroup.MapEditor,Harita düzenleyici,Label for the key binding group associated with map editor controls (mostly brush manipulation)
KeyBindingGroup.Objects,Nesne kontrolü,"Label for the key binding group associated with object controls (rotating, removing, pausing etc)"
KeyBindingGroup.SettlementPanel,Yerleşim paneli,Label for the key binding group associated with settlement panel controls (opening panel and its tabs)
KeyBindingGroup.Time,Zaman,Label for the key binding group associated with time controls (changing time speed)
KeyBindingGroup.UI,Kullanıcı arayüzü,"Label for the key binding group associated with user interface controls (opening panels, toggling overlays etc)"
LevelVisibility.InfoTooltip,Görünen katmanlar,Tooltip for controls that allow the player to set the vertical level visibility
LevelVisibility.ResetTooltip,Görünen katmanları sıfırla,Tooltip for button that resets the vertical vertical visibility
LoadingIssue.BlockObjectLoadingIssue,Nesnenin geçersiz bir konumu olduğu için silindi: {0}.,
LoadingIssue.ContinuePlaying,Oynamaya devam et,a button please keep short. Allows player to play dispite detected issues
LoadingIssue.LoadingIssues,Yükleme sorunları,Shown when there are issues with loading map
LoadingIssue.LoadingIssuesDetected,Detaylar:,Shown when there are issues with loading map
LoadingIssue.MapIssuesWarning,"Bunun sebebi muhtemelen eksik modlar veya oyunun daha yeni bir versiyonu.

Oynamaya devam edebilirsin ama haritan eksik olabilir.",Shown when there are issues with loading map - warning player about possible reason and consequences
LoadingIssue.PrefabNotFoundIssue,Nesnenin geçersiz bir türü olduğu için silindi: {0}.,Warning shown when object type is not found in the game and cannot be instantiate.
LoadingIssue.TerrainCutOffIssue,Arazi maksimum yüksekliği geçti ve kırpıldı.,Warning shwon when terrain in saved map exceeds the maximum height of the map.
LoadMapPanel.Delete,Haritayı sil,A button. Please keep short.
LoadMapPanel.DeleteMapPrompt,{0} haritasını silmek istediğinden emin misin?,{0} stands for map name
LoadMapPanel.Header,Haritayı düzenle,
MainMenu.RosettaPerformanceWarning,Düşük performans.,"Warning message displayed in the main menu when Rosetta (MacOS compatibility mode) is enabled. Preceded by the ""Rosetta: OFF"" message."
MainMenu.WelcomeScreenStart,Başla!,A button please keep short
MainMenu.WelcomeScreenText,"Selamlar yerleşimci!

Şu an <i>Timberborn Erken Erişim</i> oynuyorsun... ama bu uzun sürmeyecek!

Timberborn 1.0'ın çıkışı yakında geliyor, ve bu deneysel sürüm ise sana bir ilk tadım şansı sunuyor. 1.0 sürümü, Erken Erişim oyuncularının uzuuun bir süredir istediği heyecan verici şeyler de dâhil birçok taptaze içeriği ve oynanış kalitesi iyileştirmelerini bulunduruyor. En önemlisi, modlama altyapısında ve harita yapımında büyük geliştirmeler yaptık ve seni denemeye davet ediyoruz!

Bu şu ana kadarki en önemli güncellememiz, o yüzden umarız geri bildirimlerini paylaşırsın. Lütfen <i>Geri bildirim sitesine git</i> butonuna tıklayarak veya resmî Discord sunucumuzu kullanarak geri bildirimlerini bizimle paylaş.

İyi şanslar, bol bol su içmeyi unutma!",
MainMenu.WelcomeScreenTitle,Erken Erişim Bilgileri,Header of the welcome screen popup.
MainMenu.UpdateInfoHeader,1.0. Güncellemesi - Deneysel,Header of the update info panel that is shown in the main menu.
MainMenu.UpdateInfoLink,<u>Daha fazla bilgi</u>,Label of the link that opens web browser with the update details webpage.
MainMenu.UpdateInfoText,"• Yeni interaktif harita nesneleri
• Yeni haritalar: Basınç, Vaha
• Spiral Merdivenler ve Sancaklar
• Güçlendirilmiş modlama altyapısı
• Yapı kopyalama ve diğer oynanış kalitesi iyileştirmeleri","Text shown in the update info panel with the latest update summary. Ziplines, Tubeways, Tunnels, power shafts and layer tool naming must be consistent with the usage of those terms in the rest of the game."
Manufactory.CurrentRecipe,Tarif:,Text before a dropdown for changing factory recipe - what the factory produces from what ingredients.
Manufactory.NoRecipeOption,Hiçbiri,Text shown in a dropdown when no recipe is selected. Keep below 15 characters.
Manufactory.Recipe.EfficientScrapMetal,Hurda metal (Verimli),A more efficient way of getting scrap metal using explosives. The metal scrap itself is not more efficient. Scrap Metal is Good.ScrapMetal.PluralDisplayName
Manufactory.Recipe.BiofuelCarrot,Biyoyakıt (Havuç),Recipe for making Biofuel out of Carrots. Keep consistent with Good.Biofuel.DisplayName and Good.Carrot.PluralDisplayName.
Manufactory.Recipe.BiofuelPotato,Biyoyakıt (Patates),Recipe for making Biofuel out of Potatoes. Keep consistent with Good.Biofuel.DisplayName and Good.Potato.PluralDisplayName.
Manufactory.Recipe.BiofuelSpadderdock,Biyoyakıt (Nilüfer),Recipe for making Biofuel out of Spadderdock. Keep consistent with Good.Biofuel.DisplayName and Good.Spadderdock.PluralDisplayName.
MapEditor.BlockObjectRandomizePlacement,Rastgele rotasyon ve döndürme yönü,Button to randomize the rotation and flip direction of the object being placed in the map editor
MapEditor.Brush.AbsoluteTerrainHeight,Arazi (mutlak yükseklik),A tool that changes terrain height to an absolute value.
MapEditor.Brush.Density,Sıklık,Density of objects.
MapEditor.Brush.Direction.Decrease,Azalt,
MapEditor.Brush.Direction.Increase,Arttır,
MapEditor.Brush.Direction.Label,Fırça yönü:,
MapEditor.Brush.Height.Label,Fırça yüksekliği:,Either absolute or relative height at which brush will paint.
MapEditor.Brush.NaturalResourceRemoval,Doğal kaynakları kaldır,Natural resources meaning trees and bushes
MapEditor.Brush.NaturalResourceSpawning,Doğal kaynaklar,Natural resources meaning trees and bushes
MapEditor.Brush.RandomizeYieldGrowth,Rastgele verim artışı,"This text is next to a toggle that randomizes the percentage growth of fruit, chestnuts or other things that can be gathered and regrow"
MapEditor.Brush.RelativeTerrainHeight,Arazi (göreceli yükseklik),A tool that changes terrain height by a value relative to the original height.
MapEditor.Brush.SculptingTerrain,Arazi (şekil verme),Label of the brush that allows the player to sculpt the terrain (e.g. dig tunnels or create overhangs)
MapEditor.Brush.Shape.Label,Fırça şekli:,
MapEditor.Brush.Shape.Round,Yuvarlak,
MapEditor.Brush.Shape.Square,Kare,
MapEditor.Brush.Size.Label,Fırça boyutu:,
MapEditor.Exit,Düzenleyiciden çık,A button please keep short
MapEditor.FlowPreview.StartTest,Akış testini başlat,Label of a button that starts water flow test in map editor.
MapEditor.FlowPreview.StopTest,Akış testini bitir,Label of a button that stops water flow test in map editor.
MapEditor.Layers.Header,Katmanlar,"A header above a list of map layers that can be hidden, such as water or trees"
MapEditor.Layers.NaturalResources,Doğal kaynaklar,
MapEditor.Layers.Water,Su,
MapEditor.LoadMap.Header,Harita seç,
MapEditor.MapMetadata.Description,Harita açıklaması,Label of the map description
MapEditor.MapMetadata.Title,Harita verisi,Title of the map data panel in map editor. Currently it only contains the map description field to fill in.
MapEditor.MapWillBeSaved,Harita kaydedilecek.,Message that is shown when player clicks on the upload map button in map editor. With Ok/Cancel buttons.
MapEditor.NewMap,Yeni harita,A button please keep short
MapEditor.NewMap.Create,Oluştur,A button which confirms new map parameters and starts the map editor
MapEditor.NewMap.Header,Yeni harita,
MapEditor.NewMap.Size,Boyut:,
MapEditor.NonCompatibleMapVersion,Uyumsuz harita sürümü.,Warning shown in the map editor when the map version is not compatible with the current game version.
MapEditor.NonCompatibleMapVersion.Tooltip,"Bu harita sürümü ({0}) şu anki oyun sürümü ({1}) ile uyumlu değil. 
Uyumlu hâle getirmek için haritayı kaydet.",Tooltip shown over MapEditor.NonCompatibleMapVersion warning.
MapEditor.NoStartingLocation,Başlangıç Konumu ekle.,Notification that there is no starting location object. Keep consistent with Building.StartingLocation.DisplayName.
MapEditor.Redo,Yeniden yap,Label of a button that redoes changes in Map editor.
MapEditor.SaveMap.Header,Haritayı kaydet,
MapEditor.SaveMap.MapExists,Harita {0} zaten mevcut.,{0} stands for map name
MapEditor.SaveMap.NamePlaceholder,Değer gir...,Placeholder text in an empty map name text field
MapEditor.SaveMap.SavedAs,{0} olarak kaydet,{0} stands for map name. A notification when a map has been saved.
MapEditor.SimulationControls.Reset,Sıfırla,A button please keep short
MapEditor.SimulationControls.Tooltip,Su simülasyonu,Short header
MapEditor.SizePrompt,{0}X{0} ve {1}x{1} arasında bir boyut gir.,{0} and {1} stands for a number
MapEditor.TerrainIntegrity.Warning,"Bu değişiklik, seçimin dışındaki araziyi ve nesneleri etkileyecek.",Warning shown when the player tries to edit terrain in a way that would affect terrain or objects outside the intended selection.
MapEditor.ThumbnailCapturing.CameraPosition,Kamera pozisyonu:,Label for the controls in map editor that change the position of the thumbnail camera
MapEditor.ThumbnailCapturing.ClearOverlay,Temizle,Text on the button in map editor that clears the overlay of the thumbnail
MapEditor.ThumbnailCapturing.Description,Harita küçük resminin konumunu seç. Haritayı kaydederken bir ekran görüntüsü alınacak.,Description of the map thumbnail panel in the map editor
MapEditor.ThumbnailCapturing.Overlay,Katman:,Label of the controls in map editor that change the overlay of the thumbnail
MapEditor.ThumbnailCapturing.OverlayTip,960x540 boyutunda bir PNG veya JPG seç. Katmanı asıl görselin üzerine işlemek için alfa kanalını kullan.,Text in the thumbnail overlay selection dialog
MapEditor.ThumbnailCapturing.Reset,Sıfırla,Text on the button in map editor that resets the position of thumbnail image of the map to the default
MapEditor.ThumbnailCapturing.SelectOverlay,Seç,Text on the button in map editor that changes the overlay of the thumbnail
MapEditor.ThumbnailCapturing.Title,Harita küçük resmi,Title of the map thumbnail panel in map editor
MapEditor.ThumbnailCapturing.UpdateThumbnail,Güncelle,Text on the button in map editor that changes the position of the thumbnail camera
MapEditor.Tip,İpucu: Haritanı önceden suyla doldurmak için ekranın üst kısmındaki su hızı kontrollerini kullan.,Tip on the loading screen of the map editor.
MapEditor.Undo,Geri al,Label of a button that undoes changes in Map editor.
MapEditor.UploadMap,Haritayı yükle,Label of the button that uploads the map to some kind of online service
MapMetadata.Beaverome.Description,"Kunduzların ataları, bu efsanevi metropolü inşa etmek için yedi devasa krater boşalttı. Bu, günümüzün kereste teknolojisiyle bile küçümsenebilecek bir başarı değil.",
MapMetadata.Beaverome.Name,Kunduzroma,The name of this map comes from Beaver + Rome - an ancient beaver city.
MapMetadata.Canyon.Description,"Kunduzlar çölde her zaman nehirleri hâlâ akan vadiler ararlar. Kolayca baraj yapılabilen bu kanyon, herkes için güvenli bir bölge hâline gelecektir.",
MapMetadata.Canyon.Name,Kanyon,
MapMetadata.Cliffside.Description,Eski insan mimarisinin kalıntıları bu gözlerden uzak vadinin her yerine saçılmış. Kunduzlar da bu dünyada benzer bir iz bırakmayı hedefliyor.,
MapMetadata.Cliffside.Name,Uçurum Kenarı,
MapMetadata.Craters.Description,"Kraterlerin nasıl oluştuğunu kimse bilmiyor. Yapılan ilk kazılar, insancıkların kullandığı şiddetin bu işte parmağı olduğunu gösteriyor.",
MapMetadata.Craters.Name,Kraterler,
MapMetadata.Diorama.Description,"İnşaatçı adayları, büyük kolonileri denetlemelerine izin verilmeden önce bunun gibi küçük ölçekli projeler yürütmekle görevlidir.",
MapMetadata.Diorama.Name,Diyorama,
MapMetadata.HelixMountain.Description,"Kunduzlar, nehir yatağının şeklini elverişsiz bulsalar da insancıklığın sınırlı su mühendisliği becerilerinin farkında.",
MapMetadata.HelixMountain.Name,Helezon Dağı,The name of this map refers to the spiral shape of its central mountain.
